Basque,Catalan,Dutch,Filipino,Finnish,French,German,Haitian Creole,Hindi,Indonesian,Italian,Lithuanian,Norwegian,Polish,Portuguese,Romanian,Spanish,Swedish,Turkish,Undefined,Vietnamese
2022-05-10,0,0,0,0,0,7,0,0,0,0,68,0,0,0,1,0,0,0,0,0,0
2022-05-11,0,0,1,0,0,6,0,0,0,0,7,0,0,3,2,0,0,0,0,0,0
2022-05-12,0,0,1,0,2,7,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0
2022-05-13,0,0,5,0,0,11,5,0,0,0,3,0,0,2,5,0,0,0,0,0,0
2022-05-14,0,0,5,0,0,8,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0
2022-05-15,0,0,2,0,0,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2022-05-16,0,0,4,0,0,1,2,0,0,0,6,0,0,1,3,0,0,0,0,0,0
2022-05-17,0,0,3,0,0,6,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2022-05-18,0,0,4,0,0,6,3,0,0,0,4,0,0,1,1,0,0,0,0,0,0
2022-05-19,0,0,4,0,2,6,1,0,0,0,3,0,0,0,5,0,0,0,0,0,0
2022-05-20,0,0,3,0,1,13,1,0,0,0,2,0,0,2,1,0,0,0,0,0,0
2022-05-21,0,0,4,0,0,12,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0
2022-05-22,0,0,1,0,0,7,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0
2022-05-23,0,0,4,0,2,4,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0
2022-05-24,0,0,4,0,0,15,2,0,0,0,2,0,0,2,2,0,0,0,0,0,0
2022-05-25,0,0,1,0,0,9,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0
2022-05-26,0,0,3,0,1,10,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0
2022-05-27,0,0,2,0,0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-05-28,0,0,1,0,0,5,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0
2022-05-29,0,0,3,0,0,5,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0
2022-05-30,0,0,3,0,1,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-05-31,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-06-01,0,0,4,0,0,5,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
2022-06-02,0,0,4,0,0,12,2,0,0,0,1,0,0,4,1,0,0,0,0,0,0
2022-06-03,0,0,3,0,1,11,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0
2022-06-04,0,0,1,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2022-06-05,0,0,6,0,0,3,5,0,0,0,3,0,0,1,0,0,1,0,0,0,0
2022-06-06,0,0,6,0,0,7,5,0,0,0,3,0,0,2,0,1,0,0,0,0,0
2022-06-07,0,0,2,0,1,5,6,0,0,0,4,0,0,1,1,0,0,0,0,0,0
2022-06-08,0,0,3,0,0,6,9,0,0,0,3,0,0,4,0,0,0,0,0,0,0
2022-06-09,0,0,2,0,7,4,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0
2022-06-10,0,0,2,0,0,4,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0
2022-06-11,0,0,1,0,1,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2022-06-12,0,0,2,0,0,1,2,0,0,0,0,0,0,4,5,0,0,0,0,0,0
2022-06-13,0,0,4,0,0,5,4,0,0,0,4,0,0,1,0,0,0,0,0,0,0
2022-06-14,0,0,1,0,1,5,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2022-06-15,0,0,1,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2022-06-16,0,0,4,0,0,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2022-06-17,0,0,1,2,0,7,3,0,0,0,5,0,0,1,2,0,0,0,0,0,0
2022-06-18,0,0,1,0,0,3,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0
2022-06-19,0,0,1,0,1,2,3,0,0,0,1,0,0,2,1,0,0,0,0,0,0
2022-06-20,0,0,2,0,0,6,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0
2022-06-21,0,0,1,0,0,3,3,0,0,0,6,0,0,1,1,0,0,0,0,0,0
2022-06-22,0,0,3,0,0,3,0,0,0,0,8,0,0,2,1,0,0,0,0,0,0
2022-06-23,0,0,2,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2022-06-24,0,0,7,0,1,1,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0
2022-06-25,0,0,1,0,1,3,2,0,0,0,3,0,0,1,1,0,0,0,0,0,0
2022-06-26,0,0,6,0,1,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
2022-06-27,0,0,1,0,0,4,2,0,0,0,3,0,0,3,23,0,0,0,0,0,0
2022-06-28,0,0,4,0,0,3,4,0,0,0,1,0,0,1,3,0,0,0,0,0,0
2022-06-29,0,0,2,0,0,5,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0
2022-06-30,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-01,0,0,7,0,0,2,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0
2022-07-02,0,0,4,0,1,15,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0
2022-07-03,0,0,4,0,0,12,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
2022-07-04,0,0,0,0,0,10,2,0,0,0,3,0,0,4,2,0,0,0,0,0,0
2022-07-05,0,0,2,0,0,8,3,0,0,0,3,0,0,1,2,0,0,0,0,0,0
2022-07-06,0,0,5,0,0,6,0,0,0,0,2,0,0,3,5,0,0,0,0,0,0
2022-07-07,0,0,1,0,0,4,0,0,0,0,3,0,0,2,8,0,0,0,0,0,0
2022-07-08,0,0,1,0,0,6,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0
2022-07-09,0,0,2,0,0,5,2,0,0,0,3,1,0,0,2,0,0,0,0,0,0
2022-07-10,0,0,5,0,0,20,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
2022-07-11,0,0,2,0,0,13,2,0,0,0,3,0,0,0,3,1,0,0,0,0,0
2022-07-12,0,0,3,0,0,9,1,0,0,0,5,0,0,1,5,0,0,0,0,0,0
2022-07-13,0,0,2,0,0,14,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-07-14,0,0,3,0,0,4,2,0,0,0,2,0,0,2,2,0,0,0,0,0,0
2022-07-15,0,0,2,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-07-16,0,0,4,0,0,7,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2022-07-17,0,0,3,0,0,6,2,0,0,0,3,1,0,0,2,0,0,0,0,0,0
2022-07-18,0,0,1,0,0,9,1,0,0,0,1,0,0,2,4,0,0,0,0,0,0
2022-07-19,0,0,5,0,1,23,2,0,0,0,2,0,0,1,2,0,0,0,0,0,0
2022-07-20,0,0,3,0,0,37,2,0,0,0,2,0,0,2,2,0,0,0,0,0,0
2022-07-21,0,0,6,0,1,36,0,0,0,0,9,0,0,2,2,0,0,0,0,0,0
2022-07-22,0,0,4,0,1,27,0,0,0,0,8,0,0,1,2,0,0,0,0,0,0
2022-07-23,0,0,5,0,0,15,3,0,0,0,3,2,0,1,1,0,0,0,0,0,0
2022-07-24,0,0,2,0,1,96,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-07-25,0,0,4,0,0,49,2,0,0,0,1,0,0,2,5,0,0,0,0,0,0
2022-07-26,0,0,2,0,0,28,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2022-07-27,0,0,3,0,1,29,3,0,0,0,1,0,0,3,2,0,0,0,0,0,0
2022-07-28,0,0,4,0,0,34,4,0,0,0,0,0,0,15,1,0,0,0,0,0,0
2022-07-29,0,0,3,0,0,16,2,0,0,0,2,1,0,3,1,0,0,0,0,0,0
2022-07-30,0,0,3,0,0,5,5,0,0,0,4,0,0,2,2,0,0,0,0,0,0
2022-07-31,0,0,2,0,2,8,1,0,0,0,4,0,0,1,3,0,0,0,0,0,0
2022-08-01,0,0,6,0,1,9,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0
2022-08-02,0,0,4,0,0,9,2,0,0,0,3,0,0,4,4,0,0,0,0,0,0
2022-08-03,0,0,4,0,0,7,2,0,0,0,1,0,0,0,5,4,0,0,0,0,0
2022-08-04,0,0,4,0,0,4,3,0,0,0,2,1,0,3,3,0,0,0,0,0,0
2022-08-05,0,0,2,0,0,6,6,0,0,0,3,0,0,1,2,0,0,0,0,0,0
2022-08-06,0,0,1,0,1,7,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0
2022-08-07,0,0,3,0,0,4,2,0,0,0,1,0,0,0,4,0,0,0,0,0,0
2022-08-08,0,0,0,0,0,7,1,0,0,0,8,0,0,1,2,0,0,0,0,0,0
2022-08-09,0,0,2,0,0,12,2,0,0,0,9,0,0,0,4,0,0,0,0,0,0
2022-08-10,0,0,3,0,2,15,2,0,0,0,4,0,0,1,4,0,0,0,0,0,0
2022-08-11,0,0,2,0,0,12,4,0,0,0,3,0,0,3,1,0,0,0,0,0,0
2022-08-12,0,0,7,0,0,5,4,0,0,0,4,0,0,1,24,0,0,0,0,0,0
2022-08-13,0,0,5,0,0,22,3,0,0,0,2,0,0,1,15,0,0,0,0,0,0
2022-08-14,0,0,3,0,0,14,3,0,0,0,5,0,0,2,8,0,0,0,0,0,0
2022-08-15,0,0,4,0,1,21,3,0,0,0,4,0,0,1,5,0,0,0,0,0,0
2022-08-16,0,0,2,0,0,8,3,0,0,0,4,0,0,0,2,1,0,0,0,0,0
2022-08-17,0,0,1,0,0,240,1,0,0,0,2,0,0,1,2,0,0,0,0,0,0
2022-08-18,0,0,2,0,0,17,5,0,0,0,4,0,0,2,2,0,0,0,0,0,0
2022-08-19,0,0,1,0,1,15,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
2022-08-20,0,0,5,0,0,11,4,0,0,0,4,0,0,3,1,0,0,0,0,0,0
2022-08-21,0,0,2,0,0,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-08-22,0,0,5,0,0,10,1,0,0,0,3,0,0,5,0,0,0,0,0,0,0
2022-08-23,0,0,5,0,1,9,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0
2022-08-24,0,0,4,0,0,0,2,0,0,0,2,0,0,0,3,2,0,0,0,0,0
2022-08-25,0,0,1,0,0,19,5,0,0,0,2,0,0,0,2,1,0,0,0,0,0
2022-08-26,0,0,2,0,0,7,2,0,0,0,2,0,0,2,2,0,0,0,0,0,0
2022-08-27,0,0,2,0,0,3,5,0,0,0,3,0,0,5,2,0,0,0,0,0,0
2022-08-28,0,0,3,0,0,6,1,0,0,0,3,1,0,3,3,0,0,0,0,0,0
2022-08-29,0,0,4,0,0,13,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
2022-08-30,0,0,6,0,0,4,1,0,0,0,4,1,0,2,1,0,0,0,0,0,0
2022-08-31,0,0,3,0,0,15,1,0,0,0,2,0,0,5,0,0,0,0,0,0,0
2022-09-01,0,0,2,0,0,9,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2022-09-02,0,0,4,0,0,7,2,0,0,0,7,0,0,1,0,0,0,0,0,0,0
2022-09-03,0,0,2,0,0,4,2,0,0,0,4,0,0,1,2,1,0,0,0,0,0
2022-09-04,0,0,5,0,0,2,1,0,0,0,5,0,0,0,2,0,0,0,0,0,0
2022-09-05,0,0,13,0,1,13,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0
2022-09-06,0,0,6,0,0,5,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
2022-09-07,0,0,5,0,0,5,2,0,0,0,8,0,0,5,1,0,0,0,0,0,0
2022-09-08,0,0,4,0,0,2,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2022-09-09,0,0,4,0,1,6,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0
2022-09-10,0,0,8,0,0,5,1,0,0,0,6,0,0,2,0,0,0,0,0,0,0
2022-09-11,0,0,4,0,0,1,6,0,0,0,6,0,0,3,1,0,0,0,0,0,0
2022-09-12,0,0,1,0,0,5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
2022-09-13,0,0,1,0,1,7,3,0,0,0,7,0,0,1,3,1,0,0,0,0,0
2022-09-14,0,0,0,0,0,7,4,0,0,0,8,0,0,0,1,0,0,0,0,0,0
2022-09-15,0,0,0,0,0,3,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0
2022-09-16,0,0,3,0,2,8,4,0,0,0,9,0,0,1,2,0,0,0,0,0,0
2022-09-17,0,0,2,0,0,5,4,0,0,0,2,0,0,1,2,0,0,0,0,0,0
2022-09-18,0,0,16,0,0,8,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0
2022-09-19,0,0,2,0,0,15,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0
2022-09-20,0,0,2,0,0,14,2,0,0,0,3,0,0,2,2,0,0,0,0,0,0
2022-09-21,0,0,4,0,1,2,5,0,0,0,6,0,0,1,1,0,0,0,0,0,0
2022-09-22,0,0,1,0,0,5,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0
2022-09-23,0,0,4,0,0,4,2,0,0,0,4,0,0,0,1,0,0,0,0,0,0
2022-09-24,0,0,3,0,0,9,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2022-09-25,0,0,6,0,0,10,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
2022-09-26,0,0,1,0,1,7,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0
2022-09-27,0,0,5,0,1,5,5,0,0,0,3,0,0,0,0,1,0,0,0,0,0
2022-09-28,0,0,3,0,0,10,1,0,0,0,2,0,0,2,2,0,0,0,0,0,0
2022-09-29,0,0,5,0,0,17,1,0,0,0,2,0,0,1,3,0,0,0,0,0,0
2022-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0
2022-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2022-10-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
2022-10-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
